Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Area Name,Median Household Income (In 2022 Inflation Adjusted Dollars),Average Family Income (In 2022 Inflation Adjusted Dollars),Median Family Income (In 2022 Inflation Adjusted Dollars),Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More"
"Block Group 2, Census Tract 4636.01, Los Angeles County, California",ca,150,00,06,037,463601,2,Block Group 2,102583,156557.17948718,117222,941,21,0,0,0,69,0,52,45,8,22,50,157,222,16,154,125
"Block Group 3, Census Tract 4636.01, Los Angeles County, California",ca,150,00,06,037,463601,3,Block Group 3,80739,131162.189054726,122946,609,69,13,14,0,39,22,0,8,23,51,0,219,45,0,45,61
"Block Group 4, Census Tract 4636.01, Los Angeles County, California",ca,150,00,06,037,463601,4,Block Group 4,59595,121215.92039801,,966,170,0,15,55,14,0,31,55,21,128,172,63,62,54,41,85
"Block Group 1, Census Tract 4636.02, Los Angeles County, California",ca,150,00,06,037,463602,1,Block Group 1,72500,187856.291390728,208550,522,59,58,12,0,0,0,40,15,0,14,63,57,46,52,0,106
"Block Group 2, Census Tract 4636.02, Los Angeles County, California",ca,150,00,06,037,463602,2,Block Group 2,103672,110598.201438849,,1067,182,118,0,79,12,0,0,13,0,3,42,77,42,53,348,98
"Block Group 3, Census Tract 4636.02, Los Angeles County, California",ca,150,00,06,037,463602,3,Block Group 3,116417,214247.679324895,154787,1165,53,0,36,14,0,0,0,14,15,75,116,183,95,83,186,295
"Block Group 4, Census Tract 4636.02, Los Angeles County, California",ca,150,00,06,037,463602,4,Block Group 4,127266,191927.851458886,173309,605,29,0,0,0,0,14,32,13,14,0,16,101,69,86,102,129
"Block Group 1, Census Tract 4637, Los Angeles County, California",ca,150,00,06,037,463700,1,Block Group 1,201389,379755.58739255,249961,532,9,10,0,10,7,8,0,0,0,0,0,60,0,82,75,271
"Block Group 2, Census Tract 4637, Los Angeles County, California",ca,150,00,06,037,463700,2,Block Group 2,168250,271156.981132075,176818,1172,53,20,8,18,0,0,13,28,27,12,83,48,77,103,230,452
"Block Group 1, Census Tract 4638, Los Angeles County, California",ca,150,00,06,037,463800,1,Block Group 1,250001,490278.767123288,250001,240,0,0,0,0,0,0,8,0,0,0,0,22,7,7,0,196
"Block Group 2, Census Tract 4638, Los Angeles County, California",ca,150,00,06,037,463800,2,Block Group 2,250001,342576.518218623,250001,371,0,0,0,16,0,0,0,18,0,17,11,22,23,0,6,258
"Block Group 3, Census Tract 4638, Los Angeles County, California",ca,150,00,06,037,463800,3,Block Group 3,169236,288006.271777003,241645,383,39,0,9,0,7,7,8,0,24,8,8,15,16,27,46,169
"Block Group 4, Census Tract 4638, Los Angeles County, California",ca,150,00,06,037,463800,4,Block Group 4,166250,210316.494845361,189271,522,6,0,8,30,0,9,55,7,0,0,9,88,0,24,134,152
"Block Group 1, Census Tract 4639, Los Angeles County, California",ca,150,00,06,037,463900,1,Block Group 1,126645,182003.846153846,156111,391,0,0,0,0,0,13,4,7,13,0,7,47,92,26,121,61
"Block Group 2, Census Tract 4639, Los Angeles County, California",ca,150,00,06,037,463900,2,Block Group 2,133885,264962.730627306,203162,443,35,0,0,0,28,0,7,15,0,16,17,54,29,50,38,154
"Block Group 3, Census Tract 4639, Los Angeles County, California",ca,150,00,06,037,463900,3,Block Group 3,124821,267574.397590361,152857,553,0,30,15,6,9,8,21,0,0,13,33,58,84,54,68,154
"Block Group 1, Census Tract 4640, Los Angeles County, California",ca,150,00,06,037,464000,1,Block Group 1,113333,258990.871369295,159234,432,24,0,45,0,12,10,13,0,0,27,51,0,51,13,61,125
"Block Group 2, Census Tract 4640, Los Angeles County, California",ca,150,00,06,037,464000,2,Block Group 2,,379578.879310345,250001,467,0,0,0,12,0,38,0,0,0,0,51,139,0,35,0,192
"Block Group 3, Census Tract 4640, Los Angeles County, California",ca,150,00,06,037,464000,3,Block Group 3,124625,205109.415584416,139861,508,9,0,12,0,13,40,0,0,22,59,40,42,20,86,63,102
"Block Group 4, Census Tract 4640, Los Angeles County, California",ca,150,00,06,037,464000,4,Block Group 4,180125,535293.75,250001,460,0,0,0,0,0,0,0,0,0,11,39,60,31,30,78,211
"Block Group 5, Census Tract 4640, Los Angeles County, California",ca,150,00,06,037,464000,5,Block Group 5,132813,212367.661691542,157107,573,39,0,0,54,0,0,12,10,8,0,36,60,62,67,115,110
"Block Group 1, Census Tract 4641.01, Los Angeles County, California",ca,150,00,06,037,464101,1,Block Group 1,170870,287070.512820513,244342,248,0,0,0,0,0,0,25,0,9,7,27,0,29,19,40,92
"Block Group 2, Census Tract 4641.01, Los Angeles County, California",ca,150,00,06,037,464101,2,Block Group 2,147500,222886.697247706,156875,230,44,0,0,0,0,0,0,10,0,0,29,7,0,25,51,64
"Block Group 3, Census Tract 4641.01, Los Angeles County, California",ca,150,00,06,037,464101,3,Block Group 3,250001,264884.959349594,250001,294,8,9,0,14,0,0,0,0,0,22,0,0,10,11,62,158
"Block Group 1, Census Tract 4641.02, Los Angeles County, California",ca,150,00,06,037,464102,1,Block Group 1,250001,440887.108013937,250001,330,0,0,0,0,0,0,0,0,0,6,0,0,37,13,10,264
"Block Group 2, Census Tract 4641.02, Los Angeles County, California",ca,150,00,06,037,464102,2,Block Group 2,140583,264809.771986971,,337,44,0,0,51,0,0,0,0,0,8,14,18,30,15,14,143
"Block Group 3, Census Tract 4641.02, Los Angeles County, California",ca,150,00,06,037,464102,3,Block Group 3,250001,954957.738095238,250001,184,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,150
"Block Group 4, Census Tract 4641.02, Los Angeles County, California",ca,150,00,06,037,464102,4,Block Group 4,149237,233796.764705882,149534,354,26,0,0,0,0,0,0,0,0,37,14,0,39,79,58,101
"Block Group 1, Census Tract 4642, Los Angeles County, California",ca,150,00,06,037,464200,1,Block Group 1,117188,223350.76142132,160114,261,0,0,0,0,0,0,0,0,0,33,21,33,45,7,24,98
"Block Group 2, Census Tract 4642, Los Angeles County, California",ca,150,00,06,037,464200,2,Block Group 2,99526,207020.744680851,,251,23,0,0,9,24,9,0,0,0,0,10,56,27,8,11,74
"Block Group 3, Census Tract 4642, Los Angeles County, California",ca,150,00,06,037,464200,3,Block Group 3,180182,243114.028776978,181198,317,38,0,0,0,0,0,0,0,0,18,22,21,7,28,69,114
"Block Group 4, Census Tract 4642, Los Angeles County, California",ca,150,00,06,037,464200,4,Block Group 4,237969,241932.222222222,238750,315,0,0,8,14,11,0,0,9,9,0,23,12,8,12,34,175
"Block Group 5, Census Tract 4642, Los Angeles County, California",ca,150,00,06,037,464200,5,Block Group 5,199659,234831.379310345,221071,299,0,28,0,0,0,0,10,0,41,0,14,10,0,20,28,148
"Block Group 6, Census Tract 4642, Los Angeles County, California",ca,150,00,06,037,464200,6,Block Group 6,131500,247384.905660377,172965,496,14,0,7,13,16,0,8,37,28,22,10,36,51,21,89,144
"Block Group 1, Census Tract 4800.02, Los Angeles County, California",ca,150,00,06,037,480002,1,Block Group 1,130395,141705.660377358,131096,272,9,0,0,0,0,18,5,0,0,6,11,35,39,66,29,54
"Block Group 2, Census Tract 4800.02, Los Angeles County, California",ca,150,00,06,037,480002,2,Block Group 2,171250,208822.292993631,146346,504,28,17,0,27,5,0,5,4,15,3,10,16,82,27,126,139
"Block Group 3, Census Tract 4800.02, Los Angeles County, California",ca,150,00,06,037,480002,3,Block Group 3,139483,188120.696721311,138966,520,0,21,26,0,0,0,0,0,0,9,112,12,45,46,103,146
"Block Group 1, Census Tract 4800.11, Los Angeles County, California",ca,150,00,06,037,480011,1,Block Group 1,61953,102177.403846154,62917,835,21,100,63,43,6,7,16,58,36,55,48,42,54,109,75,102
"Block Group 2, Census Tract 4800.11, Los Angeles County, California",ca,150,00,06,037,480011,2,Block Group 2,96563,129035.381750466,117813,919,22,77,20,0,33,25,12,87,17,0,67,131,173,54,143,58
"Block Group 1, Census Tract 4800.12, Los Angeles County, California",ca,150,00,06,037,480012,1,Block Group 1,95737,194091.828793774,153661,509,27,0,7,0,0,61,6,0,0,18,80,90,64,15,50,91
"Block Group 2, Census Tract 4800.12, Los Angeles County, California",ca,150,00,06,037,480012,2,Block Group 2,127614,125402.272727273,117833,522,23,7,7,25,0,20,0,15,0,17,73,39,21,123,71,81
"Block Group 3, Census Tract 4800.12, Los Angeles County, California",ca,150,00,06,037,480012,3,Block Group 3,98990,137102.985074627,98203,307,16,8,6,0,8,30,11,9,9,18,10,39,49,9,8,77
"Block Group 4, Census Tract 4800.12, Los Angeles County, California",ca,150,00,06,037,480012,4,Block Group 4,135341,189402.58302583,,350,0,0,10,17,9,7,0,4,11,8,61,0,30,37,36,120
"Block Group 1, Census Tract 4801.01, Los Angeles County, California",ca,150,00,06,037,480101,1,Block Group 1,96100,109271.89292543,95983,610,51,0,10,14,52,25,10,3,36,37,19,90,50,0,80,133
"Block Group 2, Census Tract 4801.01, Los Angeles County, California",ca,150,00,06,037,480101,2,Block Group 2,102784,216311.194029851,102845,291,8,0,0,0,0,47,0,0,0,18,45,25,36,17,38,57
"Block Group 3, Census Tract 4801.01, Los Angeles County, California",ca,150,00,06,037,480101,3,Block Group 3,68750,133077.602523659,,436,23,21,28,51,22,0,0,0,5,56,18,32,9,9,56,106
"Block Group 1, Census Tract 4801.02, Los Angeles County, California",ca,150,00,06,037,480102,1,Block Group 1,187292,221488.014981273,215391,353,0,15,10,10,0,0,19,0,19,21,43,0,8,7,32,169
"Block Group 2, Census Tract 4801.02, Los Angeles County, California",ca,150,00,06,037,480102,2,Block Group 2,153393,173665.217391304,159750,239,0,0,0,0,0,0,0,0,11,15,52,21,12,6,39,83
"Block Group 3, Census Tract 4801.02, Los Angeles County, California",ca,150,00,06,037,480102,3,Block Group 3,106250,108530.116959064,107609,409,11,0,16,0,33,42,0,16,7,14,13,20,152,25,16,44
"Block Group 4, Census Tract 4801.02, Los Angeles County, California",ca,150,00,06,037,480102,4,Block Group 4,100227,102547.933884298,91339,312,39,16,12,0,0,0,16,4,9,21,0,33,95,25,29,13
"Block Group 1, Census Tract 4802.01, Los Angeles County, California",ca,150,00,06,037,480201,1,Block Group 1,160114,245990.168539326,178177,421,0,0,0,0,12,0,5,0,12,32,19,51,51,28,68,143
"Block Group 2, Census Tract 4802.01, Los Angeles County, California",ca,150,00,06,037,480201,2,Block Group 2,209167,242621.49122807,240750,300,0,0,0,0,10,0,7,0,0,24,32,28,0,9,29,161
"Block Group 3, Census Tract 4802.01, Los Angeles County, California",ca,150,00,06,037,480201,3,Block Group 3,120417,149985.025380711,121173,485,0,30,0,13,12,11,0,0,21,10,51,13,158,32,57,77
"Block Group 1, Census Tract 4802.02, Los Angeles County, California",ca,150,00,06,037,480202,1,Block Group 1,85529,104915.887850467,86218,312,0,19,5,0,0,35,27,5,5,0,30,81,18,14,44,29
"Block Group 2, Census Tract 4802.02, Los Angeles County, California",ca,150,00,06,037,480202,2,Block Group 2,157222,185696.610169492,160625,448,0,36,43,0,11,0,0,8,0,28,45,10,26,5,46,190
"Block Group 3, Census Tract 4802.02, Los Angeles County, California",ca,150,00,06,037,480202,3,Block Group 3,136667,199359.042553191,165000,268,6,0,0,6,5,0,0,5,6,0,31,30,24,37,50,68
"Block Group 1, Census Tract 4803.02, Los Angeles County, California",ca,150,00,06,037,480302,1,Block Group 1,148438,202966.465863454,154643,565,28,5,10,0,10,7,0,0,0,9,49,79,48,65,62,193
"Block Group 2, Census Tract 4803.02, Los Angeles County, California",ca,150,00,06,037,480302,2,Block Group 2,107333,199655.910543131,112094,448,16,0,4,8,0,8,0,15,0,32,25,64,78,53,61,84
"Block Group 3, Census Tract 4803.02, Los Angeles County, California",ca,150,00,06,037,480302,3,Block Group 3,72384,95202.5906735751,81625,726,16,64,87,23,17,36,20,0,0,6,108,116,53,0,101,79
"Block Group 1, Census Tract 4803.03, Los Angeles County, California",ca,150,00,06,037,480303,1,Block Group 1,102188,98634.1584158416,100625,534,27,0,9,22,60,8,0,0,8,10,33,76,170,0,58,53
"Block Group 2, Census Tract 4803.03, Los Angeles County, California",ca,150,00,06,037,480303,2,Block Group 2,83250,85260.3650586701,79147,1001,28,9,41,21,22,8,16,29,45,73,112,263,144,51,104,35
"Block Group 1, Census Tract 4803.04, Los Angeles County, California",ca,150,00,06,037,480304,1,Block Group 1,67708,89356.8674698795,73113,762,22,36,47,50,23,35,0,10,30,95,106,151,49,24,52,32
"Block Group 2, Census Tract 4803.04, Los Angeles County, California",ca,150,00,06,037,480304,2,Block Group 2,74444,146187.826086957,75156,458,8,0,29,37,11,12,22,0,37,17,58,45,33,0,0,149
"Block Group 3, Census Tract 4803.04, Los Angeles County, California",ca,150,00,06,037,480304,3,Block Group 3,70250,88290.9090909091,85500,565,51,26,22,17,39,0,23,23,0,45,78,48,22,50,115,6
"Block Group 1, Census Tract 4804, Los Angeles County, California",ca,150,00,06,037,480400,1,Block Group 1,71000,136963.144329897,86083,622,47,53,0,14,0,0,88,39,34,0,63,52,31,32,64,105
"Block Group 2, Census Tract 4804, Los Angeles County, California",ca,150,00,06,037,480400,2,Block Group 2,88750,115027.405247813,86186,1047,25,0,0,38,0,21,87,0,0,125,114,171,207,48,87,124
"Block Group 3, Census Tract 4804, Los Angeles County, California",ca,150,00,06,037,480400,3,Block Group 3,,117215.641025641,,587,16,41,20,24,75,0,0,24,0,38,35,32,24,67,88,103
"Block Group 1, Census Tract 4805, Los Angeles County, California",ca,150,00,06,037,480500,1,Block Group 1,152946,287042.966751918,238043,653,0,0,0,0,22,0,44,0,16,0,110,0,108,24,93,236
"Block Group 2, Census Tract 4805, Los Angeles County, California",ca,150,00,06,037,480500,2,Block Group 2,128977,268993.045563549,184779,660,20,0,47,16,0,41,0,0,15,16,34,74,54,32,99,212
"Block Group 3, Census Tract 4805, Los Angeles County, California",ca,150,00,06,037,480500,3,Block Group 3,199250,370411.827956989,250001,403,0,0,0,15,0,25,36,0,0,19,0,48,9,39,15,197
"Block Group 4, Census Tract 4805, Los Angeles County, California",ca,150,00,06,037,480500,4,Block Group 4,120231,175559.459459459,183000,439,0,0,20,0,0,69,0,0,0,40,0,53,62,13,85,97
"Block Group 1, Census Tract 4806.01, Los Angeles County, California",ca,150,00,06,037,480601,1,Block Group 1,178906,223491.11969112,189923,391,36,0,0,0,0,0,0,3,0,22,8,25,27,34,108,128
"Block Group 2, Census Tract 4806.01, Los Angeles County, California",ca,150,00,06,037,480601,2,Block Group 2,93474,141133.114754098,93621,509,42,0,0,0,0,32,0,39,0,34,15,134,41,97,13,62
"Block Group 3, Census Tract 4806.01, Los Angeles County, California",ca,150,00,06,037,480601,3,Block Group 3,97750,200569.179600887,112831,754,37,14,0,0,0,24,0,0,0,36,115,160,130,4,149,85
"Block Group 1, Census Tract 4806.02, Los Angeles County, California",ca,150,00,06,037,480602,1,Block Group 1,170127,266971.390374332,172310,648,0,0,36,8,15,0,5,7,24,5,0,117,85,7,164,175
"Block Group 2, Census Tract 4806.02, Los Angeles County, California",ca,150,00,06,037,480602,2,Block Group 2,92273,144546.212121212,143654,232,0,0,0,0,22,13,0,0,0,0,27,55,24,65,5,21
"Block Group 3, Census Tract 4806.02, Los Angeles County, California",ca,150,00,06,037,480602,3,Block Group 3,147762,176916.666666667,148972,500,4,0,33,13,0,0,0,0,0,15,20,58,83,135,49,90
"Block Group 4, Census Tract 4806.02, Los Angeles County, California",ca,150,00,06,037,480602,4,Block Group 4,181850,252351.601423488,182350,291,0,0,0,0,0,0,0,78,0,0,0,10,35,0,29,139
"Block Group 1, Census Tract 4807.02, Los Angeles County, California",ca,150,00,06,037,480702,1,Block Group 1,194588,326116.255144033,250001,647,7,0,8,10,0,9,0,0,9,0,17,48,0,80,151,308
"Block Group 2, Census Tract 4807.02, Los Angeles County, California",ca,150,00,06,037,480702,2,Block Group 2,155673,194060.207612457,158472,961,0,39,11,0,47,7,9,0,53,11,15,77,98,103,180,311
"Block Group 1, Census Tract 4807.03, Los Angeles County, California",ca,150,00,06,037,480703,1,Block Group 1,200703,272454.822335025,196125,684,25,21,7,0,7,0,0,0,9,9,27,30,10,68,120,351
"Block Group 2, Census Tract 4807.03, Los Angeles County, California",ca,150,00,06,037,480703,2,Block Group 2,110179,178087.860082305,160800,667,33,61,0,15,31,27,0,0,0,28,27,93,41,43,132,136
"Block Group 1, Census Tract 4807.04, Los Angeles County, California",ca,150,00,06,037,480704,1,Block Group 1,75635,164128.510638298,158594,477,44,8,0,16,0,0,0,18,6,67,63,96,23,15,37,84
"Block Group 2, Census Tract 4807.04, Los Angeles County, California",ca,150,00,06,037,480704,2,Block Group 2,110587,149435.189873418,114792,1016,34,27,22,0,33,7,45,8,16,42,43,140,340,43,128,88
"Block Group 3, Census Tract 4807.04, Los Angeles County, California",ca,150,00,06,037,480704,3,Block Group 3,120278,178740.384615385,140000,342,0,0,7,10,7,0,5,22,8,7,21,31,79,22,6,117
"Block Group 1, Census Tract 4808.02, Los Angeles County, California",ca,150,00,06,037,480802,1,Block Group 1,58790,103009.016393443,,192,50,0,0,0,13,0,9,8,0,31,23,0,27,0,8,23
"Block Group 2, Census Tract 4808.02, Los Angeles County, California",ca,150,00,06,037,480802,2,Block Group 2,114203,154265.690376569,114668,931,0,12,38,0,75,37,53,0,0,49,40,81,212,42,147,145
"Block Group 1, Census Tract 4808.03, Los Angeles County, California",ca,150,00,06,037,480803,1,Block Group 1,54063,74143.5233160622,52545,337,43,0,47,17,28,0,16,0,0,38,9,9,21,35,21,53
"Block Group 2, Census Tract 4808.03, Los Angeles County, California",ca,150,00,06,037,480803,2,Block Group 2,57303,89100.6622516556,57434,203,0,0,8,25,0,19,0,25,0,26,25,3,9,45,0,18
"Block Group 3, Census Tract 4808.03, Los Angeles County, California",ca,150,00,06,037,480803,3,Block Group 3,111685,119250.196078431,112356,309,10,8,0,9,0,0,0,36,0,0,27,18,109,31,54,7
"Block Group 4, Census Tract 4808.03, Los Angeles County, California",ca,150,00,06,037,480803,4,Block Group 4,122240,149338.596491228,121250,325,31,9,0,6,0,0,0,0,22,0,25,26,56,8,94,48
"Block Group 1, Census Tract 4808.04, Los Angeles County, California",ca,150,00,06,037,480804,1,Block Group 1,81171,99867.0886075949,84931,991,38,15,16,74,18,30,31,55,54,36,70,172,145,51,147,39
"Block Group 2, Census Tract 4808.04, Los Angeles County, California",ca,150,00,06,037,480804,2,Block Group 2,91078,124166.144200627,95076,807,8,29,95,21,17,0,15,21,36,27,52,139,67,76,50,154
"Block Group 1, Census Tract 4809.01, Los Angeles County, California",ca,150,00,06,037,480901,1,Block Group 1,74828,75583.5789473684,69219,648,24,124,0,0,9,19,9,24,0,6,113,89,87,54,50,40
"Block Group 2, Census Tract 4809.01, Los Angeles County, California",ca,150,00,06,037,480901,2,Block Group 2,58578,78196.0176991151,68654,425,65,26,33,9,14,11,9,6,8,48,0,96,53,7,30,10
"Block Group 3, Census Tract 4809.01, Los Angeles County, California",ca,150,00,06,037,480901,3,Block Group 3,90362,119584.462151394,,527,19,18,69,25,9,0,0,49,0,9,42,56,45,36,84,66
"Block Group 1, Census Tract 4809.02, Los Angeles County, California",ca,150,00,06,037,480902,1,Block Group 1,64250,76634.323922734,62875,860,49,44,53,113,18,47,27,0,11,41,86,102,114,75,54,26
"Block Group 2, Census Tract 4809.02, Los Angeles County, California",ca,150,00,06,037,480902,2,Block Group 2,,47214.898989899,,509,20,0,151,15,18,13,51,7,9,10,37,117,23,22,14,2
"Block Group 1, Census Tract 4809.03, Los Angeles County, California",ca,150,00,06,037,480903,1,Block Group 1,81375,97130.0872093023,67297,1074,42,27,36,106,17,29,47,15,32,49,68,147,215,87,103,54
"Block Group 1, Census Tract 4810.01, Los Angeles County, California",ca,150,00,06,037,481001,1,Block Group 1,100927,129727.860696517,100282,395,85,7,0,6,0,0,0,8,18,0,24,38,136,0,25,48
"Block Group 2, Census Tract 4810.01, Los Angeles County, California",ca,150,00,06,037,481001,2,Block Group 2,58636,108392.771084337,90278,870,107,4,20,60,14,0,57,53,8,130,85,104,87,35,52,54
"Block Group 3, Census Tract 4810.01, Los Angeles County, California",ca,150,00,06,037,481001,3,Block Group 3,68208,94249.1712707182,71838,506,52,16,0,12,10,33,0,31,8,63,122,17,14,64,26,38
"Block Group 1, Census Tract 4810.02, Los Angeles County, California",ca,150,00,06,037,481002,1,Block Group 1,98828,109566.888888889,80400,621,16,0,37,10,0,0,16,12,10,24,26,182,88,0,154,46
"Block Group 2, Census Tract 4810.02, Los Angeles County, California",ca,150,00,06,037,481002,2,Block Group 2,71484,92579.1519434629,83322,807,28,41,0,10,60,0,53,26,68,14,110,146,89,40,113,9
"Block Group 3, Census Tract 4810.02, Los Angeles County, California",ca,150,00,06,037,481002,3,Block Group 3,68320,122421.410579345,61585,658,0,19,19,26,112,0,0,0,76,0,120,46,55,120,47,18
"Block Group 1, Census Tract 4811.01, Los Angeles County, California",ca,150,00,06,037,481101,1,Block Group 1,71087,104055.010224949,83583,720,69,31,22,30,6,7,7,36,33,20,130,62,61,98,59,49
"Block Group 2, Census Tract 4811.01, Los Angeles County, California",ca,150,00,06,037,481101,2,Block Group 2,85987,113076.315789474,86591,669,59,22,0,25,7,40,20,14,15,46,32,125,126,7,52,79
"Block Group 1, Census Tract 4811.02, Los Angeles County, California",ca,150,00,06,037,481102,1,Block Group 1,81625,99247.6958525346,60000,639,22,23,4,18,83,17,7,0,17,31,67,105,101,61,35,48
"Block Group 2, Census Tract 4811.02, Los Angeles County, California",ca,150,00,06,037,481102,2,Block Group 2,70076,62520.1923076923,70530,174,0,19,0,7,12,8,7,0,27,0,39,26,0,29,0,0
"Block Group 3, Census Tract 4811.02, Los Angeles County, California",ca,150,00,06,037,481102,3,Block Group 3,67083,91748.4076433121,66667,491,16,19,20,11,28,41,35,20,22,26,37,51,68,38,38,21
"Block Group 1, Census Tract 4811.03, Los Angeles County, California",ca,150,00,06,037,481103,1,Block Group 1,,75604.9868766404,47358,425,32,23,7,42,18,14,33,1,44,7,8,59,58,16,33,30
"Block Group 2, Census Tract 4811.03, Los Angeles County, California",ca,150,00,06,037,481103,2,Block Group 2,70987,74981.8713450292,58750,725,0,7,7,54,150,0,22,20,0,35,79,133,27,106,48,37
"Block Group 3, Census Tract 4811.03, Los Angeles County, California",ca,150,00,06,037,481103,3,Block Group 3,86786,131038.07106599,89712,314,7,35,24,7,0,0,0,0,0,24,26,69,6,23,31,62
"Block Group 4, Census Tract 4811.03, Los Angeles County, California",ca,150,00,06,037,481103,4,Block Group 4,54620,89468.137254902,,315,78,6,13,16,0,18,0,0,7,30,0,63,17,19,0,48
"Block Group 1, Census Tract 4812.01, Los Angeles County, California",ca,150,00,06,037,481201,1,Block Group 1,105565,96774.7663551402,85357,380,29,10,0,0,0,0,0,0,0,59,14,59,134,24,30,21
"Block Group 2, Census Tract 4812.01, Los Angeles County, California",ca,150,00,06,037,481201,2,Block Group 2,87821,90485.1637764933,72031,552,14,44,0,0,33,48,10,14,17,31,60,121,53,24,63,20
"Block Group 3, Census Tract 4812.01, Los Angeles County, California",ca,150,00,06,037,481201,3,Block Group 3,105278,107457.894736842,123433,376,0,4,6,10,8,17,26,0,0,28,0,59,115,47,56,0
"Block Group 1, Census Tract 4812.03, Los Angeles County, California",ca,150,00,06,037,481203,1,Block Group 1,75655,93255.4482758621,76964,1041,76,0,47,0,83,35,25,29,26,96,76,187,173,35,114,39
"Block Group 2, Census Tract 4812.03, Los Angeles County, California",ca,150,00,06,037,481203,2,Block Group 2,101458,117002.046035806,97981,486,28,15,15,39,0,0,7,13,22,37,36,24,67,20,97,66
"Block Group 3, Census Tract 4812.03, Los Angeles County, California",ca,150,00,06,037,481203,3,Block Group 3,78260,88511.038961039,78676,358,29,8,0,23,13,0,31,8,0,6,4,128,32,8,38,30
"Block Group 1, Census Tract 4813, Los Angeles County, California",ca,150,00,06,037,481300,1,Block Group 1,73705,88744.0251572327,73795,517,6,0,7,40,6,0,6,13,74,63,58,80,75,33,26,30
"Block Group 2, Census Tract 4813, Los Angeles County, California",ca,150,00,06,037,481300,2,Block Group 2,104375,109428.712871287,89531,350,8,14,2,9,0,8,9,6,4,31,47,28,31,24,79,50
"Block Group 1, Census Tract 4814.01, Los Angeles County, California",ca,150,00,06,037,481401,1,Block Group 1,47083,77518.5385656292,48472,934,77,15,31,127,65,27,46,59,24,32,93,123,48,55,55,57
"Block Group 2, Census Tract 4814.01, Los Angeles County, California",ca,150,00,06,037,481401,2,Block Group 2,118580,125374.567901235,115446,467,7,0,17,0,0,14,0,44,0,0,7,90,76,89,44,79
"Block Group 3, Census Tract 4814.01, Los Angeles County, California",ca,150,00,06,037,481401,3,Block Group 3,114821,91576.5432098765,55526,221,0,18,0,0,0,14,0,0,0,38,0,21,40,19,52,19
"Block Group 1, Census Tract 4814.03, Los Angeles County, California",ca,150,00,06,037,481403,1,Block Group 1,34668,83761.8090452261,43640,321,90,0,16,12,0,49,6,34,17,0,6,31,14,0,29,17
"Block Group 2, Census Tract 4814.03, Los Angeles County, California",ca,150,00,06,037,481403,2,Block Group 2,78559,96549.2600422833,79767,556,62,12,12,0,30,6,15,0,34,10,15,139,75,17,81,48
"Block Group 1, Census Tract 4814.04, Los Angeles County, California",ca,150,00,06,037,481404,1,Block Group 1,85060,154606.12244898,142500,324,47,0,25,11,0,24,17,15,0,0,21,43,11,0,72,38
"Block Group 2, Census Tract 4814.04, Los Angeles County, California",ca,150,00,06,037,481404,2,Block Group 2,77961,105430.691056911,76786,601,0,18,20,42,16,11,0,48,15,41,72,85,36,41,84,72
"Block Group 3, Census Tract 4814.04, Los Angeles County, California",ca,150,00,06,037,481404,3,Block Group 3,125568,121237.704918033,119808,263,0,0,19,0,19,0,0,25,0,14,35,0,17,22,87,25
"Block Group 1, Census Tract 4815, Los Angeles County, California",ca,150,00,06,037,481500,1,Block Group 1,69189,80903.9387308534,57216,676,15,63,12,19,8,8,20,95,0,52,74,85,84,54,9,78
"Block Group 2, Census Tract 4815, Los Angeles County, California",ca,150,00,06,037,481500,2,Block Group 2,70139,141841.843971631,113125,457,18,27,32,31,20,25,0,60,0,15,9,49,47,28,47,49
"Block Group 3, Census Tract 4815, Los Angeles County, California",ca,150,00,06,037,481500,3,Block Group 3,84423,121684.290030211,98393,390,29,0,0,16,0,0,15,6,5,41,59,34,39,52,25,69
"Block Group 1, Census Tract 4816.03, Los Angeles County, California",ca,150,00,06,037,481603,1,Block Group 1,80625,93036.4140480591,97543,900,80,35,68,8,3,31,7,36,66,13,50,131,165,68,115,24
"Block Group 2, Census Tract 4816.03, Los Angeles County, California",ca,150,00,06,037,481603,2,Block Group 2,66875,88211.25,,290,5,0,0,9,9,18,46,17,9,23,12,24,20,18,59,21
"Block Group 1, Census Tract 4816.04, Los Angeles County, California",ca,150,00,06,037,481604,1,Block Group 1,119444,134662.033898305,129811,360,0,9,0,20,0,35,0,0,0,9,16,68,25,95,25,58
"Block Group 2, Census Tract 4816.04, Los Angeles County, California",ca,150,00,06,037,481604,2,Block Group 2,57069,87682.120838471,56063,1024,19,29,0,10,77,87,31,26,70,177,25,86,155,93,44,95
"Block Group 1, Census Tract 4816.05, Los Angeles County, California",ca,150,00,06,037,481605,1,Block Group 1,93750,143304.245283019,104750,304,7,20,19,14,7,0,0,0,0,31,16,53,51,10,24,52
